Reynolds,TemporalContext,KE_1,KE_u,KE_v,KE_w,KE_u^2,KE_u v,KE_u w,KE_v^2,KE_v w,KE_w^2,KE_MSE,Helicity_1,Helicity_u,Helicity_v,Helicity_w,Helicity_wx,Helicity_wy,Helicity_wz,Helicity_u^2,Helicity_u v,Helicity_u w,Helicity_u wx,Helicity_u wy,Helicity_u wz,Helicity_v^2,Helicity_v w,Helicity_v wx,Helicity_v wy,Helicity_v wz,Helicity_w^2,Helicity_w wx,Helicity_w wy,Helicity_w wz,Helicity_wx^2,Helicity_wx wy,Helicity_wx wz,Helicity_wy^2,Helicity_wy wz,Helicity_wz^2,Helicity_MSE,Enstrophy_1,Enstrophy_wx,Enstrophy_wy,Enstrophy_wz,Enstrophy_wx^2,Enstrophy_wx wy,Enstrophy_wx wz,Enstrophy_wy^2,Enstrophy_wy wz,Enstrophy_wz^2,Enstrophy_MSE
6.4,6,2.0866045503378936e-17,-3.4067207261918724e-17,3.318315167209836e-16,1.4921850467500702e-16,0.5000000000000003,-2.924609947032484e-15,-2.647748958411608e-16,0.4999999999999966,1.6108234162309804e-15,0.4999999999999987,4.461434420256611e-34,-2.215599804468837e-17,3.962496111179639e-15,9.2534296010087e-14,7.22240175373126e-14,-2.9858930243362954e-14,-8.050863972622016e-16,-3.359748351396873e-16,-3.5241476142397897e-14,-9.285955709495637e-13,-7.731703118172128e-13,1.0000000000001508,1.0092878651206189e-15,1.4995972406924683e-14,-1.726541170497531e-13,-4.3805991482208243e-13,-1.0291803843622365e-13,0.9999999999979023,-1.015795999066917e-12,-2.5948319104108997e-13,-1.1267467047788065e-13,-5.376115691940767e-13,0.999999999998992,-8.247459096859277e-14,-2.48129290694121e-13,-1.827337855613996e-13,7.554450680006217e-14,-4.794843227064509e-14,-2.848597218144702e-14,4.499342418413752e-33,6.611006774210838e-18,2.552758847089781e-16,1.8179604263342063e-16,5.4404402392120525e-17,0.4999999999999728,2.4752086344355157e-15,-3.2886012887273143e-16,0.5000000000000007,-1.969698194635521e-16,0.4999999999999999,4.5548129412146576e-35
6.4,5,1.7237168024530428e-17,7.17600436232565e-17,-3.3488148842880913e-16,8.66843782139504e-17,0.4999999999999998,-9.640081935821576e-16,4.843165902032888e-16,0.4999999999999974,4.3127877090090014e-15,0.4999999999999933,4.9226783095987494e-34,-5.4858421262280224e-18,9.11715290692001e-16,2.0810772020873703e-14,1.2794968463842871e-14,-1.366057779858549e-14,-1.7992771994223947e-16,-3.6323870862682223e-16,-7.828380409030603e-15,-2.1084572211038495e-13,-1.444320916979836e-13,1.000000000000102,4.127418728151955e-15,8.363288808117877e-15,-1.1099649776016309e-13,-1.399975918513141e-13,-2.9355196103940434e-14,0.9999999999994246,-2.452264940624631e-13,-4.5527284745115153e-14,-1.795909144812607e-14,-2.215347850575357e-13,0.9999999999997286,-1.0375112741799122e-14,-7.416473767365997e-14,-1.1502381269487568e-13,1.2882916860098988e-14,-1.0560374209125035e-14,-9.05136745456892e-15,2.7811948099755384e-34,6.76693510338011e-18,-1.2697435081149744e-16,4.9366601463784815e-17,-5.9819322263577545e-18,0.5000000000000152,-2.4330374928564687e-15,-2.132962147706505e-15,0.4999999999999999,-5.750044086918805e-17,0.4999999999999995,4.5122492003657466e-35
6.4,4,2.6309361721651705e-17,1.9949870613075845e-17,5.032065729907949e-16,-1.4028662251120463e-16,0.4999999999999995,-3.3538744017196645e-15,1.4960851645956572e-15,0.4999999999999939,5.303085925079571e-15,0.4999999999999886,5.4509957056596045e-34,1.2236830014124909e-17,-1.364613572682556e-15,-3.4578698965681525e-14,-1.7825766558347702e-14,3.2316188883333505e-14,3.063270433598531e-16,1.0343945466189428e-15,1.0924914120767539e-14,3.6274405969111825e-13,2.0723889615839722e-13,0.999999999999746,-1.6278671517189523e-14,-2.5322460182820993e-14,4.4732132346705274e-13,3.188248635760837e-13,7.025931603873633e-14,1.0000000000015303,4.352559413527869e-13,-5.895972759570068e-16,1.8655116089958736e-14,6.88269079091595e-13,1.000000000000651,5.214781552920805e-15,1.5324986347481034e-13,3.6331054046613947e-13,-2.62415153493558e-14,1.996779132600388e-14,1.9411823532172385e-14,1.297104854434791e-33,7.0646164590669e-18,4.713649912057679e-16,-6.305929621035528e-17,-1.5872427899424197e-19,0.4999999999999414,-3.790565150437708e-15,1.001048290270558e-15,0.4999999999999999,-1.8605973238609966e-16,0.5000000000000003,4.9446194260807e-35
6.4,3,2.8123800461075956e-17,-3.78759840459486e-16,-1.2160429122545354e-16,4.132472338318398e-16,0.5000000000000037,-3.43640954754581e-16,-2.857188412493724e-15,0.4999999999999953,5.4396602503889625e-15,0.4999999999999913,7.6383314809650835e-34,3.3645080843933356e-17,-4.572048964177064e-15,-9.039244621195661e-14,-3.5559643603150026e-14,1.3884075419427505e-13,7.373175966367118e-16,5.5891498912729546e-15,3.672192833597868e-14,9.42173567473923e-13,4.690545579861309e-13,0.9999999999989736,-7.943869766440184e-14,-1.1355271773448317e-13,1.8830492382043028e-12,1.567703002348167e-12,2.175134292171771e-13,1.0000000000052258,1.728216530156009e-12,-5.0706891617373144e-14,3.040046402855802e-14,2.79437142645668e-12,1.000000000002576,1.671110482621685e-14,8.80285659607977e-13,1.948443900139869e-12,-3.3552629586308315e-14,9.002535942154797e-14,5.848213343129768e-14,1.5240356465117132e-32,6.883881350257063e-18,-2.2116977497380126e-16,-1.359596943500312e-17,-3.0896977848452196e-17,0.4999999999999492,2.8430156103611368e-15,1.0488683409381289e-15,0.4999999999999998,7.348657648640146e-17,0.500000000000001,4.886451280507471e-35
6.4,2,2.8123800461075956e-17,1.991033919370915e-18,4.230110807729746e-16,-2.2070733128470476e-16,0.4999999999999999,-2.5291153173515238e-15,2.9730943363303784e-15,0.4999999999999972,-4.883189145152892e-15,0.5000000000000095,7.57896600216048e-34,1.4402107494180028e-17,-2.2281945290930553e-15,-1.8547411204073343e-14,-4.628525377648472e-15,7.806644603827294e-14,2.3146676425165576e-16,3.311688483091281e-15,1.7552873173234172e-14,2.0534123536496906e-13,1.2636965437336478e-13,0.9999999999993976,-5.93355020158876e-14,-6.439640980166715e-14,1.252649717427233e-12,9.96131935825701e-13,-9.718531837818337e-14,1.0000000000026752,7.252186543199419e-13,-2.175392476570377e-13,-5.3629254591004824e-14,2.014961551133761e-12,1.0000000000013871,-2.7687598371674416e-14,4.744942596756015e-13,1.376592927283757e-12,-1.1943749352389714e-15,5.435319825960776e-14,2.4660103460159472e-14,3.246381934182853e-33,7.236492003719394e-18,1.9749502037052867e-16,4.094100881972018e-18,-4.929028436938915e-18,0.5000000000000138,4.791406775826901e-15,1.5525590871279214e-15,0.5000000000000003,-7.770056949921301e-17,0.5000000000000004,5.284864919212261e-35
6.4,1,3.628877478848511e-17,1.6045028373769004e-17,-3.467603446046316e-16,4.112013851359483e-16,0.5000000000000001,2.0422718250891508e-15,-3.2483569365999546e-15,0.4999999999999923,2.953260886641718e-16,0.4999999999999682,1.4805784707492745e-33,1.0808668271960896e-19,8.050921237987745e-18,-5.719355142335039e-16,-3.388560745770677e-16,-1.2755397535933916e-15,3.826433546649972e-18,-4.143418985570494e-17,-1.0524904260268559e-16,6.0120902312277675e-15,3.7111639468313235e-15,1.000000000000014,-7.466635516383259e-16,1.824115092478551e-16,1.8682692514861083e-14,9.620888228770584e-15,2.0437295777475906e-15,1.0000000000000238,-1.4094210124299752e-14,-7.945841114693662e-15,6.9279636182802785e-15,3.0572506139819473e-14,1.000000000000009,-8.278935058260211e-15,8.246647137210815e-16,7.465360903859411e-15,-5.701224257658549e-16,2.7280682751293453e-16,-8.570101986900984e-17,2.089221271558092e-37,7.151440187808882e-18,-1.494326498574308e-16,3.2784923640000577e-17,3.9963787527366037e-20,0.5000000000000181,1.1938387916343174e-15,6.389020839814172e-15,0.5000000000000002,-8.885992352953383e-17,0.5000000000000004,5.228371242660734e-35
6.6,7,2.1773264873091066e-17,-3.765888955554502e-16,-6.3122703885962946e-18,3.1433234607239526e-16,0.5000000000000039,-1.6233988635230354e-15,-2.4157408525273373e-16,0.4999999999999955,6.3667267816559995e-15,0.4999999999999999,5.861677932577312e-34,1.299875253165658e-17,1.5579589944784032e-15,2.60210708259837e-14,2.893455592205126e-14,-5.143583521408733e-14,-1.1141636621593617e-14,1.7080504341654859e-15,-1.568323214501081e-14,-2.532754679845903e-13,-2.9256039559395325e-13,1.000000000000476,8.408810071258829e-14,-6.747798003391731e-15,-6.377528849850985e-14,3.225610355583843e-14,-1.680030345944378e-14,1.0000000000001907,9.097729016191748e-15,-2.820791156169744e-13,-7.308493681863063e-15,3.895676761694225e-13,1.0000000000002656,-5.818373259292876e-13,-1.672194493879045e-13,2.241488222244306e-12,-1.2508602187671485e-13,3.781208217988462e-13,-7.763338404119183e-14,2.668241099814837e-34,6.07128212574538e-17,2.2194539462676982e-16,2.5014976928258338e-17,1.750941383068833e-17,0.4999999999999744,-4.889441259251594e-16,-7.92763714207027e-16,0.5000000000000007,-1.163250483376308e-16,0.4999999999999998,3.687316079940435e-33
6.6,6,3.084545857021234e-17,-1.0916275437068521e-16,3.132648252601764e-16,-1.093919659098498e-19,0.500000000000001,-4.162536078968004e-15,3.875351824386466e-16,0.4999999999999958,2.6114752042318097e-15,0.499999999999993,9.391092018251696e-34,1.0844106528590277e-18,1.249764682870467e-16,5.178641671450268e-15,5.078538755291828e-15,-7.709519640123388e-15,-2.690985605524221e-16,-1.2793382654899259e-17,-1.3124165850642176e-15,-5.158547706651382e-14,-4.76703020549315e-14,1.0000000000000646,-7.597768708282828e-16,-1.2186327960141652e-15,-3.9433705101275135e-14,2.919306850657371e-15,-4.056277408008956e-15,0.9999999999999516,-4.1450135287119473e-14,-2.5446217697656923e-14,1.849457736056176e-14,1.0228363538076796e-13,1.0000000000000395,-1.268884792903433e-13,-2.9122971857433745e-14,3.9977560567734714e-13,-8.924735789819044e-17,7.467163403021206e-15,2.996263446842414e-15,4.228661604453857e-36,6.397314086735675e-17,2.052179892545213e-17,7.08870570101993e-18,7.533752979435426e-18,0.499999999999971,-6.46344123303297e-15,-1.8981845686348495e-16,0.5000000000000006,-5.908134119729147e-17,0.4999999999999995,4.087977046359443e-33
6.6,5,3.4474336049060855e-17,-7.893704418156445e-17,-1.7879933490472132e-16,-3.4317520828765593e-17,0.5000000000000006,-2.6286928340243696e-16,9.381017053431102e-16,0.4999999999999928,-5.69528848614945e-16,0.4999999999999964,1.1025274311725105e-33,-4.819602901595678e-19,1.9007641139315708e-17,2.406003624427047e-15,3.3854798395726515e-15,-1.6334659019430453e-15,-1.330206493414392e-17,1.065934596551287e-17,-3.3525765411744656e-16,-2.7523164657684552e-14,-2.6632724982626532e-14,1.000000000000013,-1.3572024585846589e-15,1.3815465390092516e-17,-1.9333657464064696e-14,-2.6158681669678514e-15,-5.577659956081786e-15,0.999999999999984,-4.2924919640861694e-15,-1.6539651286174933e-14,3.319511866721442e-15,3.917319661378368e-14,1.0000000000000009,-3.596742074028538e-14,-1.0459350828961664e-14,5.5678797855455354e-14,1.5662329538914937e-15,-5.602711796268561e-16,1.1509776285915922e-16,1.541488724930592e-36,6.74106517604066e-17,-3.330742289415432e-16,6.094974688416382e-17,-9.72907414715878e-18,0.4999999999999987,2.6986558700568744e-15,-1.967865154408263e-15,0.5000000000000012,2.3683558895490487e-16,0.5000000000000002,4.550925217348039e-33
6.6,4,-7.257754957697023e-18,1.0354281999274936e-16,3.4615994845985513e-16,-4.807823893826159e-16,0.4999999999999996,-4.7421540426450585e-15,5.520655881125818e-15,0.4999999999999963,5.671999494973238e-16,0.4999999999999894,9.394845562606119e-36,-1.2757772386576797e-19,2.3194247279088317e-17,7.596781873318334e-16,4.2002825114261164e-16,1.7302972982364973e-15,-2.5909354883988857e-16,9.866957462261635e-17,-2.310840071989617e-16,-8.354266910132308e-15,-3.479670998723889e-15,0.9999999999999843,1.5071983127140125e-15,-3.739698777247806e-16,-4.9709837328034455e-15,-1.4190533548052565e-15,2.4589391529492135e-15,0.9999999999999996,3.286115170592608e-15,-4.7698971338789444e-15,-6.9623677107466355e-15,8.907845076890496e-15,0.999999999999995,-1.4163054850613374e-15,-1.874578363415516e-15,-5.970444184390088e-14,-3.633422831025639e-15,7.571924957021266e-15,-3.308154050620097e-15,1.4876908268653432e-37,7.189004739836024e-17,-7.3310435634319e-17,3.913335506200151e-17,-5.779532921541969e-19,0.5000000000000279,2.251699032147642e-15,-5.4408930179344535e-16,0.5000000000000002,-5.067128045844471e-18,0.4999999999999998,5.165989419871555e-33
6.6,3,3.628877478848512e-18,1.6699410987666448e-17,1.1051184463678726e-15,3.1419829547661287e-16,0.4999999999999997,-1.1359841361950276e-14,-2.4924623334863927e-15,0.5000000000000154,2.464465845694216e-14,0.4999999999999817,6.928115878726732e-36,1.6434491511874969e-18,2.0831232486350778e-17,6.620690820295064e-16,1.923120058598696e-15,8.39510760254326e-15,-2.4336911854189692e-16,1.4540314835546138e-16,-3.085826993212739e-16,-8.329039559201343e-15,-1.9861407469633165e-14,0.9999999999999248,1.0200943567427505e-15,-2.037102940078828e-15,-1.6035933441444364e-15,-3.694284399671792e-15,2.7457391025372347e-15,1.0000000000000198,2.8909640011877035e-14,-1.2019068908811654e-14,-2.4214921919467827e-15,2.1773967122006465e-14,1.0000000000000258,-2.6219294130241954e-15,9.054135053579016e-15,-3.642978803057123e-13,-6.2254918248340866e-15,6.53308297696906e-15,-9.376192323123647e-15,1.198993247414102e-36,7.679470211586644e-17,-6.531221278604957e-18,1.6539354383469223e-18,-1.066491914744729e-17,0.5000000000000122,-1.9203574733354352e-15,-6.351311879915009e-16,0.5000000000000003,-1.0309113094789976e-16,0.4999999999999999,5.888623941939764e-33
6.6,2,-1.8144387394242554e-18,2.1007794611275265e-17,6.040291387901395e-16,-6.699708671890717e-16,0.5000000000000001,-5.666793471114582e-15,6.666409472167233e-15,0.5000000000000108,1.0809075141615056e-15,0.4999999999999853,2.3675996759467933e-36,-2.107929521264623e-16,5.71578817842175e-17,-5.3235911405824034e-14,-1.047144109226245e-13,-8.0202615672409e-13,2.0200722384501033e-14,-1.2542463987126655e-14,1.2636750394091741e-14,5.892773514410319e-13,1.196979797523261e-12,1.000000000007245,-9.534943415023701e-14,1.7525350104238864e-13,6.872442989739548e-14,1.249464653193573e-13,7.9107844300789e-14,0.9999999999983048,-1.4987992081861141e-12,7.589677665308583e-13,4.2619827074836754e-13,-2.085493340481902e-12,0.9999999999982502,-3.914036076845061e-13,-1.6178803615621337e-12,3.4102779062859864e-11,3.99987716706109e-13,-6.37268917565809e-13,8.941401379008225e-13,7.878022438960064e-33,3.3311961231617194e-19,-1.8383100147225312e-16,2.933914000733416e-16,-2.411208080774348e-17,0.5000000000000201,-7.383270898275265e-15,5.7348079857755806e-15,0.5000000000000002,-4.476366655388778e-16,0.5,2.185006316403321e-36
6.6,1,0.0,6.36110455861896e-17,-1.767154003882897e-15,8.562788205044556e-16,0.4999999999999997,1.7673037118901563e-14,-7.77813831554463e-15,0.499999999999947,-2.6979289857328265e-16,0.4999999999999931,1.0128139702366936e-35,-2.2707771700407816e-16,2.0596287858548698e-15,-4.5063709283450295e-14,-8.821909633546975e-14,-9.62282526081295e-13,2.8622419045805665e-14,-1.6190075277462582e-14,-5.656988220195065e-15,4.503439879776906e-13,1.060094113431879e-12,1.0000000000087417,-1.8195562480634165e-13,1.8427648698465837e-13,9.019235716584405e-14,8.960933768545393e-14,6.363803491501734e-14,0.9999999999984004,-5.6791470331823684e-14,4.869767326760997e-13,3.281885927631283e-13,-1.7834618973989554e-12,0.9999999999989208,-4.343940053687854e-13,-3.0294864130683815e-12,3.957798483036906e-11,5.066079761059694e-13,-8.774384211146856e-13,1.025787906847311e-12,8.788756933263794e-33,9.922711856226396e-20,-1.3959807701748952e-17,4.2304924884790925e-17,-6.7273313224632715e-18,0.499999999999974,1.7505180076298018e-16,-2.722246777417482e-16,0.5,-5.684013303895097e-17,0.5,4.883485646240934e-38
7.2,7,1.1521685995344022e-16,4.533675918475271e-16,2.4985164382837644e-16,5.721597522771592e-16,0.4999999999999963,-1.2001713965876728e-15,-4.934590035315434e-15,0.5000000000000014,-9.819023854403007e-16,0.4999999999999975,1.4020369617074603e-32,9.001317183862517e-19,-1.3306159803811628e-16,-4.2824138844801385e-15,5.431816509448421e-15,-2.644827918383242e-15,4.087991904133676e-17,-1.9985526430417022e-16,1.087408358725301e-15,3.2520325567093767e-14,-4.793807102506856e-14,1.0000000000000304,-1.2610062220904854e-15,7.895320223200918e-17,-3.6634363552944795e-14,1.7995082834323563e-14,1.6101969421180998e-14,1.000000000000002,3.146470166014788e-15,6.536860363922111e-15,-1.1970909553526933e-15,1.0954001979697042e-14,1.0000000000000853,-1.5236120023922543e-14,1.669383038398276e-14,-3.7168168951402264e-14,-4.4852141520360644e-15,2.3276651199619908e-14,-3.1096534688000117e-15,1.3674314441894138e-35,5.762260527937186e-18,-4.631145013602324e-16,1.500971288190334e-16,7.621822373303043e-17,0.4999999999999897,1.9214579207663443e-15,4.210395691546028e-15,0.4999999999999996,-2.9422657535349343e-16,0.5000000000000009,3.995041785517051e-35
7.2,6,1.115879824745917e-16,-2.350538212034946e-16,-1.1204905197318803e-16,2.425899334562209e-17,0.5000000000000021,4.478973376469888e-16,-4.707665580871774e-16,0.4999999999999989,6.849478660705575e-16,0.4999999999999976,1.2686232424097926e-32,3.7770093915593185e-17,1.4985202164991413e-15,-2.787774826015138e-14,8.518498012740917e-14,5.465137889096289e-14,4.9131530896099e-16,-1.7922928315090827e-15,-1.776978702870727e-14,6.757298645662806e-14,-7.307489420293423e-13,0.999999999999379,-2.264206677214767e-14,-9.123877658663913e-14,-1.1271300413767729e-12,1.459130365636441e-13,1.4010385264598473e-13,0.9999999999989704,-1.6827016025173533e-12,5.71910337705126e-14,-1.1847171253280341e-13,-3.36317278678913e-13,1.0000000000021745,-1.4587450890446357e-13,9.208483391233348e-14,-5.333441540722106e-13,6.437723226914103e-14,3.227328372961973e-13,-5.727975961659212e-14,1.6519997872191778e-32,6.442675055221282e-18,-2.377548679184557e-16,1.0109526382488124e-16,-2.09023651554188e-18,0.4999999999999678,1.672126375466778e-15,-1.1039741278628633e-15,0.4999999999999995,-1.5687995736248523e-16,0.4999999999999993,4.0251456824404076e-35
7.2,5,1.143096405837281e-16,2.76447935086068e-17,-3.936124666384814e-16,6.236193012487588e-17,0.5000000000000002,2.7184001071006145e-15,-1.3374618396636452e-15,0.4999999999999979,2.3906016189257785e-15,0.4999999999999981,1.4281472699590244e-32,-1.1517433404548495e-20,-1.889572049915586e-18,-1.740391696225715e-16,-2.226142205297814e-16,1.4048642938664821e-16,-2.484538991231688e-17,-5.4605939315489175e-18,3.713324325519888e-17,1.6495568018818209e-15,7.857063524937085e-16,1.0000000000000004,2.325594770005176e-17,2.0540598456576984e-16,-9.434923696358897e-16,8.747723539887868e-16,2.956325710823889e-15,1.0000000000000004,2.7140354955458235e-16,1.7652448073821284e-15,-6.1560491746021716e-15,9.875676965354377e-16,0.9999999999999992,5.38205881453207e-16,-2.3782350800665068e-15,-6.425494580086169e-16,-3.5561088260537295e-16,2.783670124913037e-15,-1.6814039038893831e-16,1.5016664346375502e-37,6.7049181542786945e-18,1.0965225447231734e-16,1.5423791567142875e-16,1.5303658382963138e-17,0.4999999999999593,1.8507453300869183e-15,2.8206097144435706e-15,0.5000000000000001,-2.1811254761652148e-16,0.5000000000000002,4.6636844865303263e-35
7.2,4,1.1975295680200087e-16,9.696970876661268e-18,-2.520599954314871e-16,-4.0022146285186037e-16,0.5000000000000004,2.5512224835530283e-15,2.691779865353441e-15,0.499999999999997,5.008315644345644e-15,0.4999999999999974,1.5721741426167904e-32,-2.622430990574119e-19,-2.9565799992254714e-18,-3.812461072457898e-17,8.386828456456044e-17,-2.680707584477253e-17,-1.0337481337522665e-18,1.2771468495388053e-18,1.6171619532281282e-17,-2.7369795562352107e-17,1.6204974871320542e-16,0.9999999999999996,2.7727755300640527e-17,-3.421501532391742e-17,5.834354157068941e-16,-1.779753272879879e-15,3.086405642590627e-15,1.0000000000000002,-4.66957453058268e-16,-3.286114426159064e-16,1.0764257908165014e-15,-6.915400083309463e-16,0.9999999999999988,-1.684610664238638e-15,-1.001162442931918e-15,3.9675800721111487e-16,3.0947141652174475e-16,-9.415302651401414e-16,2.9281102724707556e-17,7.87847677370952e-38,6.952985950684353e-18,-1.754385854450537e-16,9.760163977198116e-17,2.7323442342449697e-17,0.5000000000000353,1.4284209385600262e-15,1.2839566105328594e-15,0.5000000000000001,1.329166511780089e-16,0.4999999999999997,4.992025449090593e-35
7.2,3,1.315468086082585e-16,2.8824057484556324e-17,-2.779226436632714e-16,-5.473885369949801e-16,0.5000000000000002,1.8364930456871162e-15,4.611532828185725e-15,0.4999999999999973,2.786921920785707e-15,0.4999999999999988,1.8809055502464508e-32,-2.1617336543921792e-19,1.2736853139787602e-17,1.81799460334455e-16,-1.602045696079161e-17,-1.221696619585898e-16,1.1308483122921613e-17,-1.0546302430317232e-17,-1.3163395023756951e-16,-1.497907717860106e-15,1.6203885366490869e-15,1.000000000000001,-1.079187565901322e-16,8.362426476086219e-17,8.993391123272135e-16,-2.8966775295430314e-15,1.0487377026047914e-14,0.9999999999999992,3.325657810194857e-16,-1.3666254794526296e-15,2.4488638525482868e-15,9.023339448771376e-16,0.9999999999999996,-1.75875680032047e-14,1.6596275895500472e-16,-4.457149280240037e-15,-4.4912568775809956e-17,9.768322009678837e-18,-1.620679106187402e-17,1.4575478012101792e-37,7.123089582505378e-18,-1.0746768041215388e-17,-1.9406683610873916e-18,-2.9870794988392464e-17,0.5000000000000386,-2.0258525331034002e-17,1.422437397547255e-15,0.4999999999999995,-1.3018408504533934e-16,0.5,5.002664467829693e-35
7.2,2,1.3517568608710702e-16,-1.430171043357129e-16,2.601475816073915e-16,-1.2347607642706001e-15,0.5000000000000013,-4.0497731886814385e-15,1.0514412710105095e-14,0.5000000000000027,-6.129949263255128e-16,0.5000000000000122,1.8701392276281504e-32,-1.4529685218045794e-19,2.19175594889557e-18,-9.675085825354804e-17,-1.0522713042370206e-16,-9.772881033149758e-18,-1.9853133850107297e-17,-7.461575390362533e-20,-6.090156599778969e-18,9.383426121599245e-16,1.0851117773227122e-16,0.9999999999999988,1.6744563102147698e-17,4.149456977536673e-17,2.1405967316282934e-16,-4.125668407069481e-15,9.22194686781194e-15,0.999999999999998,6.096649560114727e-16,1.9798103973106797e-15,6.970922815960332e-15,4.698277478866838e-16,0.999999999999999,-1.6390296747526487e-14,2.2261762878897057e-17,-2.552244623845313e-15,7.872396882018806e-17,-5.01512369176595e-17,-2.5386523384765057e-17,6.595737950365419e-38,7.215229049741766e-18,-1.3725568518982712e-16,2.0658427459449755e-16,5.336898637008645e-17,0.5000000000000726,-8.264595824861598e-16,-8.43832644234679e-16,0.5,7.165095828885031e-17,0.5000000000000001,5.857476926779861e-35
7.2,1,1.605778284390466e-16,-3.1272854909479836e-17,1.0872215841779223e-16,6.92706258180457e-16,0.5000000000000002,-1.7534695149306617e-15,-5.71905646005713e-15,0.4999999999999977,1.9353154331444976e-16,0.4999999999999855,2.5591450001611395e-32,-2.0908571411334193e-19,5.6901997802295225e-18,2.1723106538635398e-16,2.283631483391503e-16,4.352313575080284e-16,-5.3988682305860536e-17,1.6955284448302278e-17,-5.2491193884858346e-17,-1.7928799197502045e-15,-1.858750326657685e-15,0.9999999999999952,2.3135009474834142e-16,-1.8915490450536943e-16,9.703426626859176e-16,3.232020870025738e-16,9.427110751964e-15,1.0000000000000016,-4.962773826013017e-16,1.5209154524171245e-15,-8.119941714783651e-15,2.586852298541729e-16,1.000000000000001,-3.1696085637710553e-14,8.184070408097503e-16,-1.7027257648289522e-17,6.746608702506622e-17,-4.930485146404089e-16,-8.702308873237805e-17,2.154210092306149e-37,7.186878444438262e-18,4.4458988368444857e-17,1.1697325600478612e-16,-2.036617679322248e-17,0.5000000000000263,4.7813257343530346e-15,-2.0865649927199963e-16,0.4999999999999999,-4.159967787151064e-18,0.5000000000000003,5.288408977474881e-35
7.8,7,2.41320352343426e-16,1.4833284342513763e-16,-8.548239473118415e-16,-1.3537824225459666e-15,0.4999999999999991,6.9491436953784506e-15,1.0862702762356171e-14,0.5000000000000012,2.3734138893692233e-14,0.5000000000000008,6.042265345339107e-32,4.363335347492411e-20,-9.24706513932779e-19,2.0755018558907518e-16,-1.2878655846197522e-16,2.1327278521984661e-16,-8.590726596983079e-18,9.126367427723876e-18,1.3609537061881724e-17,-1.7811886045302967e-15,7.662077223829155e-16,0.9999999999999992,1.6118829429981924e-16,7.487301684927724e-18,-1.7476080750713402e-15,-5.581646782591237e-16,1.2695404128686085e-15,1.0000000000000009,4.2305546875593864e-16,4.089043439983552e-15,4.8274917332965736e-15,-9.081465705612197e-16,1.0,-4.7061268155012634e-14,1.5324099091572392e-15,-1.1168100688122371e-14,-3.005610689967841e-16,1.6094683865963935e-16,-2.7142754888526095e-16,3.4399400619350573e-38,-7.732627596530713e-18,-4.0091137662078453e-16,1.667766439343671e-16,1.6826744192627676e-16,0.5000000000000315,-9.48168967916537e-16,7.976411314427332e-15,0.5000000000000004,-6.611279650744259e-17,0.5000000000000013,6.34835742399972e-35
7.8,6,2.4767088793141085e-16,-1.254086673938649e-16,2.841119079371905e-16,-1.9947760983808815e-16,0.5000000000000011,-1.7222498109568196e-15,1.5250679172743906e-15,0.4999999999999991,4.659573604668114e-16,0.4999999999999969,6.201476818652517e-32,-3.2426004815882693e-19,6.563411198413058e-17,1.4082020424771279e-15,-1.0126289415785935e-15,4.61343240096229e-16,-1.7329780746979718e-17,3.0525045116232324e-17,-5.264577007692288e-16,-1.1696967320595658e-14,8.116990011560761e-15,0.9999999999999928,1.4445699109501056e-16,-4.480066396104939e-16,5.5117255163793755e-15,1.6254991805167698e-15,9.185640830694592e-17,1.0000000000000002,2.1925320127247052e-15,-1.3529339284872864e-15,-3.8334166987330126e-15,-1.1762926393699705e-15,1.0000000000000084,3.322822842354399e-15,-2.7640864170461982e-14,-3.4747876854797706e-14,7.634521119014937e-16,-4.626535792871814e-16,-1.0861529388940712e-15,3.2288906923707153e-37,-7.470384497473302e-18,5.445756562255867e-16,-2.3468115449835215e-16,8.818736218383625e-17,0.4999999999999615,-3.567054437716727e-15,-6.8409606981427766e-15,0.5000000000000003,-7.546883053315995e-17,0.5000000000000007,6.34441040473578e-35
7.8,5,2.6400083658622923e-16,-7.402082943831185e-17,2.565617900254229e-15,1.1488855837798606e-15,0.5000000000000007,-1.9429769428647247e-14,-9.081019929626306e-15,0.4999999999999986,-3.277803282606982e-14,0.4999999999999974,7.007824389088956e-32,-3.6855786894555193e-19,6.583553508076722e-17,2.39763289006348e-15,1.008615021479146e-15,1.2861978561822034e-15,2.5213554764948972e-17,5.699776770224187e-17,-4.822927598845071e-16,-1.7231911868434718e-14,-8.933124512557164e-15,0.9999999999999918,-1.8586530415434023e-16,4.2129853498875956e-17,1.1099929140724405e-14,4.080844684826691e-15,-1.3803396820155687e-14,1.0000000000000022,4.357993296043586e-14,-4.070556013706905e-15,-4.825179421222328e-15,-3.312018837737081e-15,0.9999999999999948,3.190116318844392e-14,-4.2166692377936054e-14,-3.5524677128968345e-14,-3.871149301390643e-16,-2.601728998834617e-15,-9.989581485175954e-16,1.997151628587956e-36,-7.52708570808031e-18,-1.175702727433246e-15,-1.9275540130229316e-16,1.8322514514548383e-16,0.49999999999989,3.541271466122878e-15,-6.8571925320745985e-15,0.4999999999999997,-9.588619382380543e-17,0.5000000000000001,7.598625949305977e-35
